index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary
265,"Inclusion Criteria:
  Clinical, Radiographic and Histological diagnosis of Benign Breast Disease.
  Benign Breast disease amenable to hormonal therapy.

DISEASE CHARACTERISTICS:
  History of breast cancer including ductal carcinoma in situ or lobular carcinoma in situ
  - Treated with surgery and/or adjuvant therapy with a curative intent or patients not preferring to take hormones because of concern for breast cancer
  No uncontrolled hypertension (defined as systolic blood pressure (BP)  160 mm Hg and/or diastolic BP  100 mm Hg on 2 separate visits)",Patients with malignant ductal carcinoma in situ and uncontrolled hypertension are eligible for the secondary trial but excluded from the primary trial.,11,Comparison,Eligibility,Les 2 corrects,0.14705882352941177,0.5,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,81.0,22.0,1.0,1.0
266,"INTERVENTION 1: 
  ALT-801 0.015 mg/kg/Dose
  0.015 mg/kg/dose of ALT-801
INTERVENTION 2: 
  ALT-801 0.040 mg/kg/Dose
  0.040 mg/kg/dose of ALT-801",cohort 1 of the primary trial is administered 0.035 mg of ALT-801 less than cohort 2,00,Single,Intervention,Les 2 en erreur,0.3333333333333333,0.4375,30.0,9.0,0.0,0.0,4.0,1.0,44.0,0.0,0.0,0.0,34.0,18.0,1.0,0.0
267,"INTERVENTION 1: 
  Intervention
  Validated, web-based risk assessment is being used to assess personalized risk and generate a risk report
  risk assessment survey; decision support for providers for prevention based on risk
INTERVENTION 2: 
  Control
Usual care","Neither cohort of the primary trial recieves any drugs, radiotherapy or CBT in the interventions.",11,Single,Intervention,Les 2 corrects,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,15.0,1.0,0.0
268,"INTERVENTION 1: 
  Patients Undergoing Mastectomy Surgery
  Number of individuals having mastectomy surgery who were approached for participation in the trial

INTERVENTION 1: 
  HR+: MM-121+ Paclitaxel
  Hormone-receptor positive (HR+) sub-group randomized to receive:
  2 week run-in of MM-121 (20 mg/kg weekly IV infusion over 60 minutes following a 40 mg/kg loading dose), followed by 4 cycles of MM-121 (20 mg/kg weekly) + Paclitaxel (80 mg/kg IV infusion weekly over 60 minutes) for 12 weeks, followed by 4 cycles of doxorubicin and cyclophosphamide (8 weeks)",the primary trial candidates receive less weekly MM-121 and Paclitaxel than cohort 1 the secondary trial candidates,00,Comparison,Intervention,Les 2 en erreur,0.140625,0.6,29.0,4.0,0.0,0.0,9.0,0.0,42.0,0.0,0.0,0.0,92.0,18.0,1.0,1.0
269,"Adverse Events 1:
  Total: 0/733 (0.00%)
Adverse Events 2:
  Total: 0/765 (0.00%)

Adverse Events 1:
  Total: 0/88 (0.00%)
Adverse Events 2:
  Total: 0/86 (0.00%)",There are 3 total cases of Asthenia and 5 total cases of Pyrexia recorded in the patient cohorts of the primary trial and the secondary trial,11,Comparison,Adverse Events,Les 2 corrects,0.03571428571428571,0.05555555555555555,30.0,2.0,4.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,32.0,26.0,1.0,1.0
270,"INTERVENTION 1: 
  MM-111
All participants","The the primary trial intervention section dose not describe the method of administration, dosage or cycle.",11,Single,Intervention,Les 2 corrects,0.05263157894736842,0.07142857142857142,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,6.0,16.0,1.0,0.0
271,"Outcome Measurement: 
  Correlation of Vitamin D Levels, Prognostic Factors, and Gene Expression Profile in Patients With Breast Cancer
  Vitamin D levels in serum were correlated to classic prognostic and predictive factors for breast cancer, and the gene expression profile of breast core biopsy specimens. The outcome is reported as the proportion of subjects with a discernible pattern for expression of the set of 40 evaluated genes
  Time frame: 10 days to 4 weeks post diagnosis.
Results 1: 
  Arm/Group Title: Normal Vitamin D Levels
  Arm/Group Description: No additional Vitamin D administered
  Overall Number of Participants Analyzed: 15
  Measure Type: Number
  Unit of Measure: percentage of participants  0",several patients with Normal Vitamin D Levels in the primary trial showed discernible pattern for expression of the set of 40 evaluated genes.,11,Single,Results,Les 2 corrects,0.2328767123287671,0.8095238095238095,9.0,2.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,1.0,108.0,23.0,1.0,0.0
272,"Inclusion Criteria:
  Patients undergoing immediate tissue expander reconstruction following mastectomy by any of the surgeon co-investigators are eligible for the study.
  Patients 18 years of age or older are eligible for the study.
  Patients undergoing skin-sparing mastectomy utilizing bioprosthetic mesh are eligible for the study.

Inclusion Criteria:
  Must have completed surgery for Stage I-III breast cancer (lumpectomy or mastectomy) with or without neoadjuvant or adjuvant chemotherapy and with or without radiation.",A woman who has had a mastectomy could still be eligible for the secondary trial or the primary trial.,11,Comparison,Eligibility,Les 2 corrects,0.0847457627118644,0.3125,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,74.0,19.0,1.0,1.0
273,"Adverse Events 1:
  Total: 0/17 (0.00%)

Adverse Events 1:
  Total: 11/25 (44.00%)",the secondary trial recorded 11 more Aes than the primary trial,11,Comparison,Adverse Events,Les 2 corrects,0.05555555555555555,0.1111111111111111,16.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,11.0,1.0,1.0
274,unilateral breast cancer with ipsilateral lumpectomy or mastectomy and lymph node dissection (sentinel biopsy or axillary dissection),Patients with measurable bilateral breast cancer are eligible for the primary trial,11,Single,Eligibility,Les 2 corrects,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,1.0,0.0
275,"Adverse Events 1:
  Total: 0/10 (0.00%)

Adverse Events 1:
  Total: 0/1699 (0.00%)
Adverse Events 2:
  Total: 0/2004 (0.00%)","There are several cases of swelling, hypothermia and confusion recorded in the Aes of the primary trial and the secondary trial.",11,Comparison,Adverse Events,Les 2 corrects,0.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,24.0,21.0,1.0,1.0
276,"Women of child-bearing potential (WOCBP) unwilling or unable to use an acceptable method of birth control to avoid pregnancy for the entire study period and up to 6 months after treatment with bevacizumab.
  Women who were pregnant or breastfeeding.
  Women with a positive pregnancy test on enrollment or prior to study drug administration.
  Sexually active fertile men, whose partners were WOCBP, not using an adequate method of birth control.","Women of child-bearing potential and Sexually active fertile men are eligible for the primary trial, but they will have to meet some additional requirements.",00,Single,Eligibility,Les 2 en erreur,0.203125,0.52,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,70.0,25.0,1.0,0.0
277,"Inclusion Criteria:
  Female patients with histologically/cytologically proven metastatic breast carcinoma (stage IV, or recurrent with local or regional spread or distant metastatic disease)
  Adequate bone marrow, liver, and renal function
Exclusion Criteria:
  Adjuvant chemotherapy given in the past 12 months
  Uncontrolled brain metastases","There are no conditions on Life expectancy, pregnancy or age for participants of the primary trial",01,Single,Eligibility,P1✗ KATE✓,0.03773584905660377,0.125,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,44.0,16.0,1.0,0.0
278,"Adverse Events 1:
  Total: 4/11 (36.36%)
  Blood bilirubin increased 1/11 (9.09%)
  Febrile neutropenia  [1]1/11 (9.09%)
  Ejection fraction decreased 1/11 (9.09%)
  Supraventricular and nodal arrhythmia::Sinus tachycardia 1/11 (9.09%)
  Sepsis 1/11 (9.09%)
  Lymphocyte count decreased 1/11 (9.09%)
  Neutrophil count decreased 1/11 (9.09%)
  Neutrophils/granulocytes (ANC/AGC) 1/11 (9.09%)",36.36% of the primary trial patients suffered an increase in Blood bilirubin.,00,Single,Adverse Events,Les 2 en erreur,0.075,0.25,57.0,4.0,9.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,66.0,13.0,1.0,0.0
279,"Adverse Events 1:
  Total: 0/21 (0.00%)

Adverse Events 1:
  Total: 3/8 (37.50%)
  Anaemia 0/8 (0.00%)
  Febrile neutropenia 0/8 (0.00%)
  Polycythaemia 0/8 (0.00%)
  Acute coronary syndrome 0/8 (0.00%)
  Vertigo 0/8 (0.00%)
  Eyelid oedema 1/8 (12.50%)
  Constipation 0/8 (0.00%)
  Diarrhoea 0/8 (0.00%)
  Nausea 0/8 (0.00%)
  Stomatitis 0/8 (0.00%)
  Upper gastrointestinal haemorrhage 0/8 (0.00%)
  Vomiting 0/8 (0.00%)
  Chest pain 0/8 (0.00%)
Adverse Events 2:
  Total: 2/6 (33.33%)
  Anaemia 0/6 (0.00%)
  Febrile neutropenia 0/6 (0.00%)
  Polycythaemia 0/6 (0.00%)
  Acute coronary syndrome 0/6 (0.00%)
  Vertigo 0/6 (0.00%)
  Eyelid oedema 0/6 (0.00%)
  Constipation 0/6 (0.00%)
  Diarrhoea 0/6 (0.00%)
  Nausea 0/6 (0.00%)
  Stomatitis 0/6 (0.00%)
  Upper gastrointestinal haemorrhage 0/6 (0.00%)
  Vomiting 0/6 (0.00%)
  Chest pain 1/6 (16.67%)","The only types of Aes observed in patients from the secondary trial were Eyelid oedema and Chest pain, no aes wererecorded in the primary trial",10,Comparison,Adverse Events,P1✓ KATE✗,0.07547169811320754,0.2,153.0,0.0,29.0,0.0,0.0,0.0,182.0,0.0,1.0,1.0,168.0,25.0,1.0,1.0
280,"Inclusion Criteria:
  Phase I and Phase II portions of the study:
  18 years of age or older
  Chronic pain with average 24 hour intensity rated at least 3 on a verbal numerical scale from 0-10 during the 24 hours prior to study entry.
  Give informed consent to participate in this study.
  Karnofsky Performance Score (KPS) >= to 80
  Negative urine pregnancy test, verified by the study nurse, at study entry (for women of child-bearing potential). Patients must also use a medically approved contraceptive method during the study period.
  Phase I only:
  Responsible companion living with patient during study.
  Phase II only:
  Group 1 -- Patients must be taking chronic opioid therapy (long acting morphine, long acting oxycodone, transdermal fentanyl) at a stable dose for a minimum of four days. The dose of as needed short acting opioid does not need to be stable.
  Group 2 -- Patients must not be receiving opioids and must have cancer related neuropathic pain secondary to post-chemotherapy peripheral neuropathy, post-radiation and/or post surgical plexopathy, radiculopathy or neuropathy, or post- herpetic neuralgia.
Exclusion Criteria:
  Phase I and Phase II:
  Known hypersensitivity to methadone
  Patient taking methadone or with a history of methadone treatment within one month of study enrollment.
  Patient that requires changes in the dose of one of the following medications within 2 weeks of study enrollment:
  Abacavir,
  Benzodiazepines,
  Carbamazepine,
  Efavirenz,
  Fluconazole,
  Fluvoxamine,
  FOS amprenavir,
  Fosphenytoin,
  Naltrexone,
  Nelfinavir,
  Nevirapine,
  Phenytoin,
  Rifampin,
  Rifapentine,
  Risperidone,
  Ritonavir,
  St. John's Wort,
  Zidovudine
  Hepatic function tests (SGOT, alkaline phosphatase, bilirubin) greater than 2 times the upper limit of normal or creatinine greater than 1.4 within 30 days of study entry.
  Neurologic or psychiatric disease sufficient, in the investigator's opinion, to compromise data collection.
  Women who are pregnant or nursing.
  Women of childbearing potential who do not agree to use a medically recognized method of contraception during the study period.

Inclusion Criteria:
  planned unilateral mastectomy with or without axillary dissection or sentinel node in the study period
  informed signed consent
Exclusion Criteria:
  Chronic/ongoing use of glucocorticoids (except inhalation therapy)
  ongoing use of immunosuppressive therapy
  insulin dependent diabetes
  pregnancy/breastfeeding
  allergies toward study medication, or medication in a standard treatment
  contralateral surgery (lumpectomy/mastectomy) at time of mastectomy
  surgery cannot be performed",the primary trial uses separate inclusion and exclusion criteria for its 2 phases whereas the secondary trial uses the same criteria for all participants.,10,Comparison,Eligibility,P1✓ KATE✗,0.03524229074889868,0.4444444444444444,20.0,1.0,0.0,0.0,3.0,0.0,24.0,4.0,0.0,4.0,376.0,24.0,1.0,2.0
281,"Outcome Measurement: 
  Percentage of Participants Demonstrating a Decrease in the Growth Factor Signature (GFS)
  GFS was measured by microarray analysis of the entire 101 gene signature expression. The GFS is quantified as the change in gene expression between two separate samples collected from the same participant. A log (base 10) ratio of expression in the post-dose sample was generated relative to the reference in both the Up and DOWN arms of the gene signature. A log ratio value of zero indicated no change in the expression between the two samples. GFS was calculated as the mean log ratio of genes in the UP arm minus mean log ratio of genes in the Down arm. GFS was compared for paired samples (pre-dose and post-dose) by a T-statistic calculated as the GFS divided by its standard error. Responders to therapy had a T-statistic that was smaller than the threshold 1st percentile of student's T-distribution and were counted as having a decrease in GFS.
  Time frame: Up to 12 Days Post-dose
Results 1: 
  Arm/Group Title: ER-positive Luminal B (ER+)
  Arm/Group Description: ER-positive Luminal B participants received a single dose of dalotuzumab 20 mg/kg infused over 60-120 minutes.
  Overall Number of Participants Analyzed: 14
  Measure Type: Number
  Unit of Measure: Percentage of participants  28.6        (13.1 to 49.2)
Results 2: 
  Arm/Group Title: Triple Negative (TN)
  Arm/Group Description: Triple Negative participants received a single dose of dalotuzumab 20 mg/kg infused over 60-120 minutes.
  Overall Number of Participants Analyzed: 17
  Measure Type: Number
  Unit of Measure: Percentage of participants  17.6        (6.7 to 35.2)",49.2% more Participants in the dalotuzumab 20 mg/kg group of the primary trial Demonstrated a Decrease in the Growth Factor Signature than in the Triple Negative group,10,Single,Results,P1✓ KATE✗,0.1450381679389313,0.8260869565217391,45.0,5.0,0.0,1.0,4.0,1.0,56.0,1.0,0.0,1.0,280.0,29.0,1.0,0.0
282,"INTERVENTION 1: 
  Radiation Therapy
  Women with any non-metastatic breast cancer status post lumpectomy to negative margins and who are receiving whole breast irradiation as per standard treatment plan.
  Radiation therapy: Patients will receive whole breast radiation therapy at a dose of 180-200 cGy per fraction for 23-27 fractions to a total dose of 4600 - 4860 cGy. Additional radiation to the lumpectomy bed (Boost) is at the discretion of the treating physician. The total dose to the tumor bed cannot exceed 6600 cGy.

INTERVENTION 1: 
  Enzastaurin + Fulvestrant QD + BID
  Participants received Enzastaurin loading dose of 1125 mg, on Day 1 of Cycle 1 only then received Enzastaurin 500 mg orally (QD) once daily in a 28-day cycle.
  Participants received enzastaurin loading dose of 1125 mg, on Day 1 of Cycle 1 only then received Enzastaurin 250 mg orally (BID) twice daily in a 28-day cycle.
  Fulvestrant was given intramuscularly at a loading dose of 500 mg on Day 1 and 250 mg on Day 15 in Cycle 1. Subsequent doses of Fulvestrant 250 mg were given on Day 1 of Cycle 2 and every 28 days thereafter.
.
INTERVENTION 2: 
  Enzastaurin + Fulvestrant BID
  Participants received enzastaurin (250 mg; 2 tablets) or placebo administered orally twice daily (BID) in a 28-day cycle, until disease progression. Fulvestrant was given intramuscularly at a loading dose of 500 mg on Day 1 and 250 mg on Day 15 in Cycle 1. Subsequent doses of Fulvestrant 250 mg were given on Day 1 of Cycle 2 and every 28 days thereafter.","the primary trial participants receive whole breast radiation therapy , and both cohorts of the secondary trial receive intramuscular injections aswell as medication to be taken orally.",11,Comparison,Intervention,Les 2 corrects,0.11009174311926606,0.5217391304347826,87.0,0.0,0.0,0.0,13.0,0.0,100.0,2.0,0.0,2.0,260.0,26.0,1.0,1.0
