index,premise,hypothesis,true_label,predicted_label,is_correct,premise_len,hypothesis_len,prompt_len,length_bin,type,section_id
247,"Outcome Measurement: 
  Proportion of Participants With Controlled Acute Vomiting
  No episodes of vomiting and no rescue medication during first 24 hours after cyclophosphamide administration.
  Time frame: at 0-24 hours
Results 1: 
  Arm/Group Title: Aprepitant, Dexamethasone, Cytoxan & Kytril
  Arm/Group Description: Day 1: 1 mg of Kytril orally or I.V., 10 mg of Dexamethasone orally, and Aprepitant 125 mg orally, 1 hour prior to cyclophosphamide administration.
  Cyclophosphamide 4gm/m2 I.V. over 90 - 120 minutes.
  Days 2 & 3: Aprepitant 80 mg once daily in the morning.
  Aprepitant: Aprepitant 80mg once daily in the morning on days 2 and 3
  Cyclophosphamide: Cyclophosphamide 4 gm/m2 I.V. over 90-120 minutes
  Dexamethasone: Dexamethasone orally 10 mg 1 hour prior to cyclophosphamide administration.
  Granisetron hydrochloride: Kytril 1 mg orally or I.V., 1 hour prior to cyclophosphamide administration.
  Overall Number of Participants Analyzed: 35
  Measure Type: Number
  Unit of Measure: participants  20","Over 50% of patients in cohort 1 of the primary trial suffered Acute Vomiting after treatment with Aprepitant, Dexamethasone, Cytoxan and Kytril",Entailment,Contradiction,False,1027,144,1171,Long,Single,Results
248,"INTERVENTION 1: 
  Reflexology Group
  The experimental group included 47 women with breast cancer scheduled for adjunctive radiation treatment. The women received reflexology treatment initiated at the beginning of radiation therapy, once a week (45 min each), for 10 weeks.

INTERVENTION 1: 
  Placebo
  Placebo (3 capsules of matching placebo) along with standard of care medication (Standard Dose Vitamin D3; 600 IU of vitamin D3 daily) given weekly for 24 weeks",The intervention in the secondary trial last 3 times longer than the intervention detailed in the primary trial.,Contradiction,Entailment,False,466,112,578,Moyen,Comparison,Intervention
249,"Adverse Events 1:
  Total: 0/20 (0.00%)

Adverse Events 1:
  Total: 2/35 (5.71%)
  Gastroesophageal reflux disease * 1/35 (2.86%)
  Ductal carcinoma in situ * 1/35 (2.86%)",There were 0 cases of Febrile neutropenia or Cholelithiasis in the primary trial and the secondary trial,Entailment,Entailment,True,171,104,275,Court,Comparison,Adverse Events
250,"Metastatic disease (M1)
  Multiple sites of new disease that is clinically obvious metastatic disease (e.g., multiple sites of new osseous disease)
  Measurable or nonmeasurable disease","Patients who's Metastasis cannot be measured, or who's Cancer has not spread to other parts of the body are not eligible for the primary trial",Entailment,Contradiction,False,185,142,327,Court,Single,Eligibility
251,"Outcome Measurement: 
  Recurrence-free Survival
  Recurrence-free survival curves will be plotted for subjects treated with stage I and II disease.
  Time frame: Time from the start of treatment to recurrence, second malignancy, or death as a first event, assessed up to 3 years
Results 1: 
  Arm/Group Title: Treatment (Chemotherapy With or Without Maintenance Therapy)
  Arm/Group Description: SYSTEMIC CHEMOTHERAPY: Patients receive cyclophosphamide IV over 1 hour and paclitaxel IV over 3 hours on day 1. Treatment repeats every 14 days for 6 courses in the absence of disease progression or unacceptable toxicity.
  MAINTENANCE THERAPY (Her-2 neu positive patients): Patients receive trastuzumab IV over 30 minutes on day 1. Treatment repeats every 14 days for 5 courses and then every 21 days for 14 courses in the absence of disease progression or unacceptable toxicity.
  cyclophosphamide, paclitaxel, trastuzumab: Given IV
  Overall Number of Participants Analyzed: 100
  Measure Type: Number
  Unit of Measure: percentage of subjects  98        (92.2 to 99.5)",Only 2 patients in the primary trial did not have Recurrence-free Survival,Entailment,Entailment,True,1070,74,1144,Long,Single,Results
252,"Adverse Events 1:
  Total: 6/50 (12.00%)
  Ventricular tachycardia 1/50 (2.00%)
  Fever  [1]1/50 (2.00%)
  Flu like symptoms 1/50 (2.00%)
  Catheter related infection 2/50 (4.00%)
  Suicidal ideation *  [2]1/50 (2.00%)
  Thromboembolic event 1/50 (2.00%)","There were severalpsychiatric adverse event in the primary trial, including an eating disorder and Schizophrenia",Contradiction,Contradiction,True,254,112,366,Court,Single,Adverse Events
253,"NUT midline carcinoma (ectopic expression of NUT protein as determined by immunohistochemistry (IHC) and/or detection of BRD-NUT gene translocation as determined by fluorescence In situ hybridization [FISH]);
  Castrate-resistant prostate cancer (CRPC);

Inclusion Criteria:
  a diagnosis of non-inflammatory breast adenocarcinoma (including in situ and bilateral)
  scheduled to begin radiotherapy without concurrent chemotherapy; concurrent hormone or Herceptin® (trastuzumab)treatment is okay
  can have been treated by lumpectomy or mastectomy with or without adjuvant or neoadjuvant chemotherapy or hormonal treatment
  can have had breast reconstruction
  scheduled to receive 25-35 radiation treatment sessions (1 session per day) using standard irradiation fractionation (1.8-2.0 Gy per sessions) OR 16-20 radiation treatment sessions (1 session per day) using Canadian irradiation fractionation (2.2-3.0 Gy per session)(100, 101).
  able to swallow medication.
  three weeks must have elapsed after chemotherapy and surgery before the patient can begin the study
  able to understand English
Exclusion Criteria:
  inflammatory breast cancer
  previous radiation therapy to the breast or chest
  concurrent chemotherapy treatment
  concurrent treatment with anti-coagulants (e.g., coumadin®, warfarin®), or anti-EGFR (human epidermal growth factor receptor) drugs (e.g. Iressa® (gefitinib), Erbitux® (cetuximab, C225); aspirin is allowed
  known radiosensitivity syndromes (e.g., Ataxia-telangiectasia)
  collagen vascular disease, unhealed surgical sites, or breast infections","Patients with NUT midline carcinoma determined by fluorescence In situ hybridization, or inflammatory breast cancer are eligible for both the primary trial and the secondary trial.",Contradiction,Contradiction,True,1585,180,1765,Long,Comparison,Eligibility
254,"Karnofsky score  70

  Zubrod performance score 2 or better.","Candidates for the primary trial and the secondary trial have to meet a baseline performance status, for the primary trial the baseline is a Karnofsky score >70, and for the secondary trial the baseline is a Karnofsky score >55",Contradiction,Contradiction,True,60,227,287,Court,Comparison,Eligibility
255,History of grade 3 or 4 allergic reactions attributed to trastuzumab.,Patients with a history of severe anaphylactic reactions to trastuzumab cannot take part in the primary trial.,Entailment,Entailment,True,69,110,179,Court,Single,Eligibility
256,"Adverse Events 1:
  Total: 0/42 (0.00%)

Adverse Events 1:
  Total: 6/6 (100.00%)
  Anemia1/6 (16.67%)
  Constipation1/6 (16.67%)
  Mucositis1/6 (16.67%)
  Vomiting0/6 (0.00%)
  Dehydration0/6 (0.00%)
  Abdominal pain0/6 (0.00%)
  Small intestinal obstruction0/6 (0.00%)
  Nausea0/6 (0.00%)
  Ascites0/6 (0.00%)
  Diarrhea0/6 (0.00%)
  Fatigue0/6 (0.00%)
  Death NOS1/6 (16.67%)
  Infection with grade 3 or 4 neutrophils0/6 (0.00%)
Adverse Events 2:
  Total: 6/6 (100.00%)
  Anemia0/6 (0.00%)
  Constipation0/6 (0.00%)
  Mucositis2/6 (33.33%)
  Vomiting1/6 (16.67%)
  Dehydration1/6 (16.67%)
  Abdominal pain0/6 (0.00%)
  Small intestinal obstruction0/6 (0.00%)
  Nausea0/6 (0.00%)
  Ascites0/6 (0.00%)
  Diarrhea0/6 (0.00%)
  Fatigue0/6 (0.00%)
  Death NOS0/6 (0.00%)
  Infection with grade 3 or 4 neutrophils1/6 (16.67%)",There were no patients in the primary trial or the secondary trial that suffered at less than 3 different AEs.,Contradiction,Contradiction,True,822,110,932,Moyen,Comparison,Adverse Events
257,"Outcome Measurement: 
  Change From Baseline in Patient-specified and Reported Symptoms on the Measure Yourself Medical Outcome Profile (MYMOP)
  MYMOP is a questionnaire widely used for evaluating interventions based on holistic and participative principles. It enables respondants to specify and measure the treatment outcomes that are important to them.
  Time frame: Before 7th acupuncture treatment

Outcome Measurement: 
  Change in Isothiocyanate in Urine Samples as Assessed at Baseline and After Completion of Study Therapy
  Isothiocyante including sulforaphane in micromolar (µM) concentration was measured following standard chemical measurement procedures and divided by the creatinine values in millimolar (mM) concentration.
  Time frame: Baseline and end of study (up to 8 weeks)",Neither the secondary trial or the primary trial use the Number of Participants With Treatment-emergent Aes as the outcome measurement for their studies.,Entailment,Entailment,True,795,153,948,Moyen,Comparison,Results
258,"Adverse Events 1:
  Total: 0/42 (0.00%)

Adverse Events 1:
  Total: 6/6 (100.00%)
  Anemia1/6 (16.67%)
  Constipation1/6 (16.67%)
  Mucositis1/6 (16.67%)
  Vomiting0/6 (0.00%)
  Dehydration0/6 (0.00%)
  Abdominal pain0/6 (0.00%)
  Small intestinal obstruction0/6 (0.00%)
  Nausea0/6 (0.00%)
  Ascites0/6 (0.00%)
  Diarrhea0/6 (0.00%)
  Fatigue0/6 (0.00%)
  Death NOS1/6 (16.67%)
  Infection with grade 3 or 4 neutrophils0/6 (0.00%)
Adverse Events 2:
  Total: 6/6 (100.00%)
  Anemia0/6 (0.00%)
  Constipation0/6 (0.00%)
  Mucositis2/6 (33.33%)
  Vomiting1/6 (16.67%)
  Dehydration1/6 (16.67%)
  Abdominal pain0/6 (0.00%)
  Small intestinal obstruction0/6 (0.00%)
  Nausea0/6 (0.00%)
  Ascites0/6 (0.00%)
  Diarrhea0/6 (0.00%)
  Fatigue0/6 (0.00%)
  Death NOS0/6 (0.00%)
  Infection with grade 3 or 4 neutrophils1/6 (16.67%)","There were no patients with recorded Aes in the primary trial, whereas every patient in the secondary trial suffered at least one adverse event.",Entailment,Entailment,True,822,144,966,Moyen,Comparison,Adverse Events
259,"INTERVENTION 1: 
  Lenalidomide
  Participants received lenalidomide 5mg orally daily for 57 +/- 3 days

INTERVENTION 1: 
  Lapatinib 1500 mg
  Oral lapatinib (1500 milligrams [mg] daily) for 6 weeks, followed by lapatinib plus weekly paclitaxel (80 mg per meters squared [mg/m^2]) intravenous (IV) for an additional 12 weeks",the primary trial uses higher doses of Lenalidomide than the secondary trial uses of Lapatinib in intervention 1.,Entailment,Contradiction,False,325,113,438,Court,Comparison,Intervention
260,"Outcome Measurement: 
  Time to Progression
  Time to Progression (TTP) is defined as the time (in months) from the moment the patient starts the study treatment to the date of progressive disease. That is, a patient has an event is she progresses or dies due to progressive disease. Progression is defined using Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.0).
  Time frame: After 1 year from the treatment start day.

Outcome Measurement: 
  Number of Participants With Objective Response Based on Data Review Committee's Assessment
  Number of participants with objective response based on assessment of confirmed complete response (CR) or confirmed partial response (PR) according to Response Evaluation Criteria in Solid Tumors version 1.0 (RECIST). CR is defined as disappearance of all target and non-target lesions. PR is defined as 30% decrease in sum of the longest dimensions (LDs) of the target lesions taking as reference the baseline sum LD according to RECIST. Confirmed responses are those that persist on repeat evaluation 4 weeks after initial documentation of response.
  Time frame: Day 1 of Cycle 2, every 6 weeks after Cycle 2, and at the end of Cycle 8.","the primary trial reports the Time to Progression in months for a total of 156 patients across the two cohorts, on the other hand, the secondary trial reports the number of patients that experience Objective Response",Entailment,Entailment,True,1196,216,1412,Long,Comparison,Results
